,別表,,,,,
,,医薬品添加物成分の記載名称リスト,,,,
,,(医薬品添加物事典収載成分),,,,

,,,,,（注１）　成分コードは、FD申請コードを優先している。,
,,,,,（注２）　注射剤については、分量に影響する簡略名は不可とする。,
,,,,,（注３）　日本薬局方品目については、別名も可とする。,
,,,,,"（注４）　アルコールを含有するいわゆるドリンク剤に関するエタノールの記載名は、
　　　　　昭和５９年６月２８日付日薬連発第３３４号に従う。",

,,　　　　　　　　　　　　　　日 本 製 薬 団 体 連 合 会,,,,
,,　　　　　　　　　　　　　　協力：日本医薬品添加剤協会,,,,
,,                                 平 成 １４ 年 ３ 月 １３ 日,,,,
№,成分コード,添加物事典名,複数成分記載(*),"日局収載
(*)",記載名称,
277,2253,乾燥炭酸ナトリウム,,   ＊,乾燥炭酸ナトリウム,炭酸Na
278,109972,乾燥乳状白ラック,,,乾燥乳状白ラック,白ラック
279,520324,カンゾウ末,,   ＊,カンゾウ末,カンゾウ
280,120320,乾燥メタクリル酸コポリマーＬＤ,,,乾燥メタクリル酸コポリマーＬＤ,"メタクリル酸コポリマーLD
メタクリル酸共重合体LD"
281,109973,乾燥卵白,,,乾燥卵白,卵白
282,103947,乾燥硫酸マグネシウム,,,乾燥硫酸マグネシウム,硫酸Mg
283,520325,カンテン,,   ＊,カンテン,
284,2095,カンテン末,,   ＊,カンテン末,カンテン
285,120257,寒梅粉,,,寒梅粉,
286,1208,ｄ－カンフル,,   ＊,ｄ－カンフル,
287,1209,ｄｌ－カンフル,,   ＊,ｄｌ－カンフル,
288,1114,希塩酸,,   ＊,希塩酸,塩酸
289,109058,キサンタンガム,,,キサンタンガム,
290,4200,キシリトール,,   ＊,キシリトール,
291,4201,キシレン,＊,,キシレン,
,,,,,エチルベンゼン,
292,120300,３度キシレン,,,３度キシレン,キシレン
293,110857,５度キシレン,,,５度キシレン,キシレン
294,101651,Ｄ－キシロース,,,Ｄ－キシロース,
295,2107,牛脂,,   ＊,牛脂,
296,102651,牛脂硬化油,,,牛脂硬化油,
297,1212,吸水軟膏(Ａ、Ｂのいずれかで記載する),Ａ,,吸水軟膏(白色ワセリン、セタノール、サラシミツロウ、セスキオレイン酸ソルビタン、ラウロマクロゴール、エチル(又はメチル)パラベン、ブチル(又はプロピル)パラベン),
,,,Ｂ＊,   ＊,白色ワセリン,ワセリン
,,,,   ＊,セタノール,
,,,,　 ＊,サラシミツロウ,
,,,,　 ＊,セスキオレイン酸ソルビタン,
,,,,   ＊,ラウロマクロゴール,
,,,,   ＊,パラオキシ安息香酸エチル(又はメチル),"エチル(メチル)パラベン
パラベン"
,,,,   ＊,パラオキシ安息香酸ブチル(又はプロピル),"ブチル(プロピル)パラベン
パラベン"
298,110457,吸着精製ラノリン,,,吸着精製ラノリン,ラノリン
299,122102,魚鱗箔,,,魚鱗箔,
300,103518,金箔,,,金箔,
301,102495,銀箔,,,銀箔,
302,520357,グァーガム,,,グァーガム,
303,520354,５’－グアニル酸二ナトリウム,,,５’－グアニル酸二ナトリウム,５’－グアニル酸2Na
304,1215,クエン酸,,    ＊,クエン酸,
305,4403,クエン酸カルシウム,,,クエン酸カルシウム,クエン酸Ca
306,108905,クエン酸トリエチル,,,クエン酸トリエチル,
307,1219,クエン酸ナトリウム,,   ＊,クエン酸ナトリウム,クエン酸Na
308,110175,クエン酸二水素ナトリウム,,,クエン酸二水素ナトリウム,クエン酸二水素Na
309,111965,クエン酸二ナトリウム,,,クエン酸二ナトリウム,クエン酸2Na
310,520366,クマザサエキス,,,クマザサエキス,
311,102546,グリシン,,   ＊,グリシン,
312,1223,グリセリン,,   ＊,グリセリン,
313,4409,グリセリン脂肪酸エステル,,,グリセリン脂肪酸エステル,
314,1225,グリセロリン酸カルシウム,,,グリセロリン酸カルシウム,グリセロリン酸Ca
315,102556,グリチルリチン酸,,,グリチルリチン酸,
316,107478,グリチルリチン酸三ナトリウム,,,グリチルリチン酸三ナトリウム,グリチルリチン酸3Na
317,109208,グリチルリチン酸二アンモニウム,,,グリチルリチン酸二アンモニウム,
318,4424,グリチルリチン酸二カリウム,,,グリチルリチン酸二カリウム,グリチルリチン酸2K
319,101946,グリチルリチン酸二ナトリウム,,,グリチルリチン酸二ナトリウム,グリチルリチン酸2Na
320,109718,グリチルリチン酸モノアンモニウム,,,グリチルリチン酸モノアンモニウム,グリチルリチン酸アンモニウム
321,4410,グリチルレチン酸,,,グリチルレチン酸,
322,102518,グルコノ－δ－ラクトン,,,グルコノ－δ－ラクトン,グルコノラクトン
323,102517,グルコン酸,,,グルコン酸,
324,1226,グルコン酸カルシウム,,　 ＊,グルコン酸カルシウム,グルコン酸Ca
325,101374,グルコン酸クロルヘキシジン液,,　 ＊,グルコン酸クロルヘキシジン液,グルコン酸クロルヘキシジン
326,106667,グルコン酸ナトリウム,,,グルコン酸ナトリウム,グルコン酸Na
327,103939,グルコン酸マグネシウム,,,グルコン酸マグネシウム,グルコン酸Mg
328,3612,Ｌ－グルタミン,,,Ｌ－グルタミン,
329,3613,Ｌ－グルタミン酸,,,Ｌ－グルタミン酸,
330,103748,Ｌ－グルタミン酸Ｌ－アルギニン,,,Ｌ－グルタミン酸Ｌ－アルギニン,
331,111966,Ｌ－グルタミン酸塩酸塩,,,Ｌ－グルタミン酸塩酸塩,
332,111967,Ｌ－グルタミン酸カリウム,,,Ｌ－グルタミン酸カリウム,Ｌ－グルタミン酸K
333,104330,Ｌ－グルタミン酸ナトリウム,,,Ｌ－グルタミン酸ナトリウム,Ｌ－グルタミン酸Na
334,109102,Ｌ－グルタミン酸Ｌ－リジン,,,Ｌ－グルタミン酸Ｌ－リジン,
335,103690,クレー,,,クレー,
336,101592,クレアチニン,,,クレアチニン,
337,1229,クレゾール,, 　＊,クレゾール,
338,103907,ｍ－クレゾール,,,ｍ－クレゾール,クレゾール
339,101597,クレゾール酸,,,クレゾール酸,
340,120321,クレー（木ロウ処理）,,,クレー（木ロウ処理）,
341,109711,クレー粒,,,クレー粒,クレー
342,103712,黒砂糖,,,黒砂糖,
343,109024,黒酸化鉄,,,黒酸化鉄,酸化鉄
344,109345,クロスカルメロースナトリウム,,,クロスカルメロースナトリウム,"クロスカルメロースNa
クロスカルボキシメチルセルロースNa
クロスCMC-Na"
345,110898,クロスポビドン,,,クロスポビドン,
346,101600,クロタミトン,,,クロタミトン,
347,500140,クロルヒドロキシアルミニウム,,,クロルヒドロキシアルミニウム,クロルヒドロキシAl
348,520385,クロレラエキス,,,クロレラエキス,
349,120322,クロレラ末,,,クロレラ末,クロレラ
350,101381,クロロクレゾール,,,クロロクレゾール,
351,1236,クロロブタノール,, 　＊,クロロブタノール,
352,120088,ケイガイ,,　 ＊,ケイガイ,
353,103930,ケイ酸アルミン酸マグネシウム,,,ケイ酸アルミン酸マグネシウム,ケイ酸アルミン酸Mg
354,4600,ケイ酸カルシウム,,,ケイ酸カルシウム,ケイ酸Ca
355,1240,ケイ酸マグネシウム,,　 ＊,ケイ酸マグネシウム,ケイ酸Mg
356,122103,ケイ酸マグネシウムアルミニウム,,,ケイ酸マグネシウムアルミニウム,ケイ酸Mg/Al
357,110461,軽質酸化アルミニウム,,,軽質酸化アルミニウム,酸化Al
358,2122,軽質無水ケイ酸,, 　＊,軽質無水ケイ酸,無水ケイ酸
359,110462,軽質無水ケイ酸含有ヒドロキシプロピルセルロース,＊, 　＊,ヒドロキシプロピルセルロース,
,,,, 　＊,軽質無水ケイ酸,無水ケイ酸
360,1497,軽質流動パラフィン,,　 ＊,軽質流動パラフィン,流動パラフィン
361,101772,ケイソウ土,,,ケイソウ土,

362,103454,ケイヒチンキ,＊,,ケイヒチンキ,
,,,,　 ＊,エタノール,"エチルアルコール
アルコール"
363,1242,ケイヒ末,, 　＊,ケイヒ末,ケイヒ
364,2123,ケイヒ油,, 　＊,ケイヒ油,
365,106901,鯨ロウ,,,鯨ロウ,
366,120258,ケッケツ,,,ケッケツ,
367,2235,結晶セルロース,,　 ＊,結晶セルロース,セルロース
368,120002,結晶セルロース・カルメロースナトリウム,＊,　 ＊,結晶セルロース,セルロース
,,,,　 ＊,カルメロースナトリウム,"カルメロースNa
カルボキシメチルセルロースNa
CMC－Na"
369,999999,結晶セルロース（微粒子),,,結晶セルロース（微粒子),セルロース
370,110913,結晶セルロース（粒）,,,結晶セルロース（粒）,セルロース
371,109104,結晶リン酸二水素ナトリウム,,,結晶リン酸二水素ナトリウム,リン酸二水素Na
372,102490,ゲラニオール,,,ゲラニオール,
373,120003,ゲラニオール変性アルコール（９５vol％）,＊,,ゲラニオール,
,,,,   ＊,エタノール,"エチルアルコール
アルコール"
374,120004,ゲラニオール変性アルコール（９９vol％）,＊,,ゲラニオール,
,,,,   ＊,エタノール,"エチルアルコール
アルコール"
375,109105,ゲル化炭化水素,,,ゲル化炭化水素,
376,108178,ゲンチジン酸エタノールアミド,,,ゲンチジン酸エタノールアミド,
377,102475,ゲンマイコウジ,,,ゲンマイコウジ,
378,120259,高果糖液糖,,,高果糖液糖,果糖液糖
379,2130,硬化油,, 　＊,硬化油,
380,103593,高級アルコール硫酸化物,,,高級アルコール硫酸化物,
381,120260,高級脂肪酸塩型乳化剤,,,高級脂肪酸塩型乳化剤,
382,120261,高級脂肪酸塩・硫酸化ヒマシ油混合乳化剤,＊,,高級脂肪酸塩,
,,,,,硫酸化ヒマシ油,
383,1238,合成ケイ酸アルミニウム,, 　＊,合成ケイ酸アルミニウム,ケイ酸Al

384,120036,合成ケイ酸アルミニウム・ヒドロキシプロピルスターチ・結晶セルロース,＊,　 ＊,合成ケイ酸アルミニウム,ケイ酸Al
,,,,,ヒドロキシプロピルスターチ,
,,,, 　＊,結晶セルロース,セルロース
385,120037,合成ケイ酸マグネシウムナトリウム,,,合成ケイ酸マグネシウムナトリウム,ケイ酸Mg/Na
386,109106,合成スクワラン,,,合成スクワラン,スクワラン
387,107072,合成ヒドロタルサイト,,,合成ヒドロタルサイト,ヒドロタルサイト
388,120262,合成ワックス,,,合成ワックス,ワックス
389,109990,高度精製卵黄レシチン,,,高度精製卵黄レシチン,卵黄レシチン
390,120038,高ブドウ糖水アメ,,,高ブドウ糖水アメ,ブドウ糖水アメ
391,999999,高分子ポリビニルピロリドン,,,高分子ポリビニルピロリドン,"ポリビニルピロリドン
ポビドン"
392,109336,香料,,,香料,
393,110468,硬ロウ,,,硬ロウ,
394,110465,固形かせいカリ,,,固形かせいカリ,かせいカリ、水酸化K
395,120017,Ｎ－ココイル－Ｌ－アルギニンエチルエステルＤＬ－ピロリドンカルボン酸塩,,,Ｎ－ココイル－Ｌ－アルギニンエチルエステルＤＬ－ピロリドンカルボン酸塩,
396,109107,Ｎ－ココイル－Ｎ－メチルアミノエチルスルホン酸ナトリウム,,,Ｎ－ココイル－Ｎ－メチルアミノエチルスルホン酸ナトリウム,Ｎ－ココイル－Ｎ－メチルアミノエチルスルホン酸Na
397,122104,コハク化ゼラチン,,,コハク化ゼラチン,
398,106962,コハク酸,,,コハク酸,
399,104334,コハク酸一ナトリウム,,,コハク酸一ナトリウム,コハク酸Na
400,122114,コハク酸二ナトリウム六水和物,,,コハク酸二ナトリウム六水和物,コハク酸2Na
401,120264,コーパル樹脂,,,コーパル樹脂,
402,111968,コポリビドン,,,コポリビドン,
403,1249,ゴマ油,,　 ＊,ゴマ油,
404,107646,小麦粉,,,小麦粉,コムギ
405,2140,コムギデンプン,,　 ＊,コムギデンプン,
406,120061,コムギ胚芽粉,,,コムギ胚芽粉,コムギ胚芽
407,522034,コムギ胚芽油,,,コムギ胚芽油,
408,120353,米粉,,,米粉,コメ
409,2141,コメデンプン,,　 ＊,コメデンプン,
410,109154,コリンリン酸塩,,,コリンリン酸塩,
411,1255,コレステロール,,　 ＊,コレステロール,
412,110204,コロイド性含水ケイ酸アルミニウム,,,コロイド性含水ケイ酸アルミニウム,ケイ酸Al
413,2142,コロジオン,,,コロジオン,
414,4805,コンドロイチン硫酸ナトリウム,,,コンドロイチン硫酸ナトリウム,コンドロイチン硫酸Na
415,103596,コンブ末,,,コンブ末,コンブ
416,1258,酢酸,,　 ＊,酢酸,
417,107756,酢酸亜鉛,,,酢酸亜鉛,
418,109446,酢酸アンモニウム,,,酢酸アンモニウム,
419,102235,酢酸エチル,,,酢酸エチル,
420,105488,酢酸カリウム,,,酢酸カリウム,酢酸K
421,101135,酢酸カルシウム,,,酢酸カルシウム,酢酸Ca
422,101290,酢酸セルロース,,,酢酸セルロース,
423,1263,酢酸トコフェロール,, 　＊,酢酸トコフェロール,
424,2153,酢酸ナトリウム,,　 ＊,酢酸ナトリウム,酢酸Na
425,107567,酢酸ビニル・クロトン酸コポリマー,,,酢酸ビニル・クロトン酸コポリマー,酢酸ビニル・クロトン酸共重合体
426,5001,酢酸ビニル樹脂,,,酢酸ビニル樹脂,
427,2154,酢酸フタル酸セルロース,,　 ＊,酢酸フタル酸セルロース,
428,101094,酢酸ｎ－ブチル,,,酢酸ｎ－ブチル,酢酸ブチル
429,120005,酢酸ベンジル,,,酢酸ベンジル,
430,106066,サッカリン,,,サッカリン,
431,1272,サッカリンナトリウム,,　 ＊,サッカリンナトリウム,サッカリンNa
432,500186,サフラワー油,,,サフラワー油,
433,509056,サフラワー油脂肪酸,,,サフラワー油脂肪酸,
434,2155,サフラン,,　 ＊,サフラン,
435,999999,サフランチンキ,＊,,サフランチンキ,
,,,,　 ＊,エタノール,"エチルアルコール
アルコール"
436,1617,サラシミツロウ,,　 ＊,サラシミツロウ,
437,1274,サリチル酸,,　 ＊,サリチル酸,
438,102270,サリチル酸エチレングリコール,,,サリチル酸エチレングリコール,
439,1275,サリチル酸ナトリウム,,　 ＊,サリチル酸ナトリウム,サリチル酸Na
440,1280,サリチル酸フェニル,,,サリチル酸フェニル,
441,2165,サリチル酸メチル,, 　＊,サリチル酸メチル,
442,1281,酸化亜鉛,,　 ＊,酸化亜鉛,
443,100457,酸化アルミニウム,,,酸化アルミニウム,酸化Al
444,2169,酸化カルシウム,,　 ＊,酸化カルシウム,酸化Ca
445,2170,酸化チタン,,　 ＊,酸化チタン,
446,106915,酸化デンプン,,,酸化デンプン,
447,1282,酸化マグネシウム,, 　＊,酸化マグネシウム,酸化Mg
448,999999,サンショウチンキ,＊,,サンショウチンキ,
,,,,　 ＊,エタノール,"エチルアルコール
アルコール"
449,2176,サンショウ末,,　 ＊,サンショウ末,サンショウ
450,120323,酸性リン酸イソプロピルエステル,,,酸性リン酸イソプロピルエステル,
451,103104,三二酸化鉄,,,三二酸化鉄,
452,101860,ジイソプロパノールアミン,,,ジイソプロパノールアミン,
453,101808,ジエタノールアミン,,,ジエタノールアミン,
454,101825,ジエチレングリコール,,,ジエチレングリコール,
455,101827,ジエチレングリコールモノブチルエーテル,,,ジエチレングリコールモノブチルエーテル,ジエチレングリコールブチルエーテル
456,101828,ジエチレングリコールモノメチルエーテル,,,ジエチレングリコールモノメチルエーテル,ジエチレングリコールメチルエーテル
457,101830,ジエチレントリアミン五酢酸,,,ジエチレントリアミン五酢酸,
458,120006,ジオクチルソジウムスルホサクシネート,,,ジオクチルソジウムスルホサクシネート,
459,109992,脂環族飽和炭化水素樹脂,,,脂環族飽和炭化水素樹脂,
460,110559,α－シクロデキストリン,,,α－シクロデキストリン,シクロデキストリン
461,108572,β－シクロデキストリン,,,β－シクロデキストリン,シクロデキストリン
462,101626,シクロヘキサノン,,,シクロヘキサノン,
463,5207,ジクロルイソシアヌール酸カリウム,,,ジクロルイソシアヌール酸カリウム,ジクロルイソシアヌール酸K
464,101797,ジクロロメタン,,,ジクロロメタン,
465,109237,自己乳化型ステアリン酸プロピレングリコール,,,自己乳化型ステアリン酸プロピレングリコール,
466,102543,自己乳化型モノステアリン酸グリセリン,,,自己乳化型モノステアリン酸グリセリン,自己乳化型ステアリン酸グリセリン
467,110222,ジスアゾイエロー,,,ジスアゾイエロー,
468,108444,シスイソプレンゴム,,,シスイソプレンゴム,
469,103758,Ｌ－シスチン,,,Ｌ－シスチン,
470,105295,ジステアリン酸ポリエチレングリコール,,,ジステアリン酸ポリエチレングリコール,ジステアリン酸マクロゴール
471,3614,Ｌ－システイン,,,Ｌ－システイン,
472,120352,シスポリイソプレンゴム,,,シスポリイソプレンゴム,
473,999999,シソ油,,,シソ油,
474,101482,シトロネラー油,,,シトロネラー油,
475,5213,ジヒドロキシアルミニウム アミノアセテート,,,ジヒドロキシアルミニウム アミノアセテート,
476,5217,ジブチルヒドロキシトルエン,,,ジブチルヒドロキシトルエン,BHT
477,101787,ジブナートナトリウム,,,ジブナートナトリウム,ジブナートNa
478,101938,ジプロピレングリコール,,,ジプロピレングリコール,
479,120325,脂肪酸エステルポリオキシエチレン誘導体,,,脂肪酸エステルポリオキシエチレン誘導体,
480,120265,脂肪族炭化水素樹脂,,,脂肪族炭化水素樹脂,
481,120039,Ｎ，Ｎ－ジメチルアセトアミド,,,Ｎ，Ｎ－ジメチルアセトアミド,
482,101900,ジメチルアミノエチルメタアクリレート・メチルメタアクリレートコポリマー,,,ジメチルアミノエチルメタクリレート・メチルメタクリレートコポリマー,ジメチルアミノエチルメタクリレート・メチルメタクリレート共重合体
483,5219,ジメチルエーテル,,,ジメチルエーテル,ＤＭＥ
484,120040,ジメチルシロキサン・メチル（ポリオキシエチレン）シロキサン共重合体,,,ジメチルシロキサン・メチル（ポリオキシエチレン）シロキサン共重合体,ジメチルシロキサン・メチル（ポリオキシエチレン）シロキサンコポリマー
485,5220,ジメチルポリシロキサン,,,ジメチルポリシロキサン,
486,109501,ジメチルポリシロキサン（内服用）,,,ジメチルポリシロキサン（内服用）,ジメチルポリシロキサン
487,,ジメチルポリシロキサン・二酸化ケイ素混合物,＊,,ジメチルポリシロキサン,
,,,,,二酸化ケイ素,
488,120356,蛇油,,,蛇油,
489,1317,臭化カリウム,,　 ＊,臭化カリウム,臭化K
490,1318,臭化カルシウム,,,臭化カルシウム,臭化Ca
491,1321,臭化ナトリウム,,　 ＊,臭化ナトリウム,臭化Na
492,108592,重質無水ケイ酸,,,重質無水ケイ酸,無水ケイ酸
493,109747,"シュガーフレーバー(Ａ、Ｂ、Ｃのいずれかで記載する)
配合目的が「香料」の場合はＡ
配合目的が「香料以外」の場合はＢ又はＣ",Ａ,,香料、プロピレングリコール、グリセリン、エタノール,
,,,Ｂ＊,,シュガーフレーバー(香料、プロピレングリコール、グリセリン、エタノール),
,,,Ｃ＊,,香料,
,,,,　 ＊,プロピレングリコール,
,,,,　 ＊,グリセリン,
,,,, ＊,エタノール,"エチルアルコール
アルコール"
494,2202,シュクシャ末,,   ＊,シュクシャ末,シュクシャ
495,1325,酒石酸,, 　＊,酒石酸,
496,108382,Ｄ－酒石酸,,,Ｄ－酒石酸,
497,2204,酒石酸水素カリウム,,,酒石酸水素カリウム,酒石酸水素K
498,106655,ＤＬ－酒石酸ナトリウム,,,ＤＬ－酒石酸ナトリウム,ＤＬ－酒石酸Na
499,111001,Ｌ－酒石酸ナトリウム,,,Ｌ－酒石酸ナトリウム,Ｌ－酒石酸Na
500,122105,酒石酸ナトリウムカリウム,,,酒石酸ナトリウムカリウム,酒石酸Na/K
501,106536,ショウキョウチンキ,＊,,ショウキョウチンキ,
,,,,　 ＊,エタノール,"エチルアルコール
アルコール"
502,2206,ショウキョウ末,,　 ＊,ショウキョウ末,ショウキョウ
503,106541,ショウキョウ油,,,ショウキョウ油,
504,1332,硝酸カリウム,,,硝酸カリウム,硝酸K
505,102614,硝酸グアニジン,,,硝酸グアニジン,
506,1341,常水,, 　＊,常水,水
507,2231,焼セッコウ,,　 ＊,焼セッコウ,焼石膏
508,1077,消毒用エタノール,, 　＊,消毒用エタノール,"エタノール
エチルアルコール
アルコール"
509,120041,樟脳白油,,,樟脳白油,
510,520981,食用青色１号,,,食用青色１号,青色１号、ブリリアントブルーFCF
511,520981,食用黄色４号,,,黄色４号（タートラジン）,
512,520981,食用黄色４号アルミニウムレーキ,,,黄色４号(タートラジン)アルミニウムレーキ,黄色４号(タートラジン)
513,520981,食用黄色５号,,,食用黄色５号,黄色５号、サンセットイエローＦＣＦ
514,520981,食用赤色２号,,,食用赤色２号,赤色２号、アマランス
515,520981,食用赤色３号,,,食用赤色３号,赤色３号、エリスロシン
516,520981,食用赤色102号,,,食用赤色102号,赤色102号、ニューコクシン
517,106532,食用ニンジン末,,,食用ニンジン末,食用ニンジン
518,5227,ショ糖脂肪酸エステル,,,ショ糖脂肪酸エステル,
519,,シリコーン樹脂エマルジョン,＊,,シリコーン樹脂,
,,,,,ソルビタン脂肪酸エステル,
,,,,,グリセリン脂肪酸エステル,
,,,,,線維素グリコール酸ナトリウム,線維素グリコール酸Na
520,106494,シリコン消泡剤,＊,,シリコーン樹脂,
,,,,,ソルビタン脂肪酸エステル,
,,,,,グリセリン脂肪酸エステル,
521,106578,シリコン油,,,シリコン油,
522,120266,ジンコウ末,,,ジンコウ末,ジンコウ
523,120267,親水ゲル化炭化水素,＊,,ゲル化炭化水素,
,,,,,グリセリン脂肪酸エステル,
524,1343,親水軟膏(Ａ、Ｂのいずれかで記載する),Ａ,,親水軟膏(白色ワセリン、ステアリルアルコール、プロピレングリコール、ポリオキシエチレン硬化ヒマシ油６０、モノステアリン酸グリセリン、パラオキシ安息香酸メチル、パラオキシ安息香酸プロピル),
,,,Ｂ＊,　 ＊,白色ワセリン,ワセリン
,,,,　 ＊,ステアリルアルコール,
,,,,　 ＊,プロピレングリコール,
,,,,,ポリオキシエチレン硬化ヒマシ油６０,ポリオキシエチレン硬化ヒマシ油
,,,,　 ＊,モノステアリン酸グリセリン,ステアリン酸グリセリン
,,,,　 ＊,パラオキシ安息香酸メチル,"メチルパラベン
パラベン"
,,,,　 ＊,パラオキシ安息香酸プロピル,"プロピルパラベン
パラベン"
525,1735,親水ワセリン(Ａ、Ｂのいずれかで記載する),Ａ,,親水ワセリン(白色ワセリン、サラシミツロウ、ステアリルアルコール、セタノール、コレステロール),
,,,Ｂ＊,　 ＊,白色ワセリン,ワセリン
,,,,　 ＊,サラシミツロウ,
,,,,　 ＊,ステアリルアルコール,
,,,,　 ＊,セタノール,
,,,,　 ＊,コレステロール,
526,120326,シンナムアルデヒド,,,シンナムアルデヒド,
527,108943,親油型モノオレイン酸グリセリン,,,親油型モノオレイン酸グリセリン,オレイン酸グリセリン
528,102544,親油型モノステアリン酸グリセリン,,,親油型モノステアリン酸グリセリン,ステアリン酸グリセリン
529,110651,水酸化アルミナマグネシウム,,,水酸化アルミナマグネシウム,水酸化Al/Mg
530,100446,水酸化アルミニウム,,,水酸化アルミニウム,水酸化Al
531,120268,水酸化アルミニウムゲル,,,水酸化アルミニウムゲル,水酸化Al
532,100449,水酸化アルミニウム・炭酸水素ナトリウム共沈物,＊,,水酸化アルミニウム,水酸化Al
,,,, ＊,炭酸水素ナトリウム,炭酸水素Na
533,111027,水酸化アルミニウム・炭酸マグネシウム・炭酸カルシウム共沈物,＊,,水酸化アルミニウム,水酸化Al
,,,, ＊,炭酸マグネシウム,炭酸Mg
,,,,,炭酸カルシウム,炭酸Ca
534,1346,水酸化カリウム,,　 ＊,水酸化カリウム,水酸化K
535,2217,水酸化カルシウム,,　 ＊,水酸化カルシウム,水酸化Ca
536,1347,水酸化ナトリウム,,　 ＊,水酸化ナトリウム,水酸化Na
537,103940,水酸化マグネシウム,,,水酸化マグネシウム,水酸化Mg
538,999999,水素添加植物油,,,水素添加植物油,水添植物油
539,506017,水素添加大豆リン脂質,,,水素添加大豆リン脂質,水素添加ダイズリン脂質、水添大豆リン脂質
540,110019,水素添加ラノリンアルコール,,,水素添加ラノリンアルコール,水添ラノリンアルコール
541,120042,水素添加ロジングリセリンエステル,,,水素添加ロジングリセリンエステル,水添ロジングリセリンエステル
542,106906,スクワラン,,,スクワラン,
543,508064,スクワレン,,,スクワレン,
544,120269,スチレンイソプレンゴム,,,スチレンイソプレンゴム,
545,120043,スチレン・イソプレン・スチレンブロック共重合体,,,スチレン・イソプレン・スチレンブロック共重合体,スチレン・イソプレン・スチレンブロックコポリマー
546,120354,スチレンブタジエンゴム,,,スチレンブタジエンゴム,
547,2219,ステアリルアルコール,,　 ＊,ステアリルアルコール,
548,999999,ステアリルアルコール・ポリオキシエチレンステアリルエーテル混合物,＊,　 ＊,ステアリルアルコール,
,,,,,ポリオキシエチレンステアリルエーテル,
549,2220,ステアリン酸,,　 ＊,ステアリン酸,
550,107765,ステアリン酸亜鉛,,,ステアリン酸亜鉛,
551,100462,ステアリン酸アルミニウム,,,ステアリン酸アルミニウム,ステアリン酸Al
552,105523,ステアリン酸カリウム,,,ステアリン酸カリウム,ステアリン酸K
553,2221,ステアリン酸カルシウム,, 　＊,ステアリン酸カルシウム,ステアリン酸Ca
554,106754,ステアリン酸ナトリウム,,,ステアリン酸ナトリウム,ステアリン酸Na
555,2222,ステアリン酸ポリオキシル４０,, 　＊,ステアリン酸ポリオキシル４０,"ステアリン酸ポリオキシル
ステアリン酸ポリエチレングリコール
ステアリン酸マクロゴール"
556,109244,ステアリン酸ポリオキシル４５,,,ステアリン酸ポリオキシル４５,"ステアリン酸ポリオキシル
ステアリン酸ポリエチレングリコール
ステアリン酸マクロゴール"
557,109232,ステアリン酸ポリオキシル５５,,,ステアリン酸ポリオキシル５５,"ステアリン酸ポリオキシル
ステアリン酸ポリエチレングリコール
ステアリン酸マクロゴール"
558,2223,ステアリン酸マグネシウム,,　 ＊,ステアリン酸マグネシウム,ステアリン酸Mg
559,110234,スペアミント油,,,スペアミント油,
560,120271,精製カンゾウエキス末,,,精製カンゾウエキス末,カンゾウエキス
561,120327,精製コメ油,,,精製コメ油,コメ油
562,1370,精製水,,　 ＊,精製水,水
563,1383,精製ゼラチン,,　 ＊,精製ゼラチン,ゼラチン
564,2233,精製セラック,,　 ＊,精製セラック,セラック
565,120272,精製ダイズ油,,,精製ダイズ油,"精製大豆油
ダイズ油
大豆油"
566,105689,精製大豆レシチン,,,精製大豆レシチン,"精製ダイズレシチン
大豆レシチン
ダイズレシチン"
567,120328,精製尿素,,,精製尿素,尿素
568,1480,精製白糖,,　 ＊,精製白糖,白糖
569,120018,精製白糖球状顆粒,,,精製白糖球状顆粒,白糖
570,105684,精製ハチミツ,,,精製ハチミツ,ハチミツ
571,120329,精製パラフィン・カルナウバロウ混合ワックス,＊,　 ＊,精製パラフィン,パラフィン
,,,,　 ＊,カルナウバロウ,
572,110025,精製モンタンワックス,,,精製モンタンワックス,モンタンワックス
573,1666,精製ラノリン,,　 ＊,精製ラノリン,ラノリン
574,105692,精製卵黄レシチン,,,精製卵黄レシチン,卵黄レシチン
575,1376,生理食塩液,,   ＊,生理食塩液,
576,107748,ゼイン,,,ゼイン,
577,105118,石油樹脂,,,石油樹脂,
578,2227,石油ベンジン,,   ＊,石油ベンジン,
579,2228,セスキオレイン酸ソルビタン,,   ＊,セスキオレイン酸ソルビタン,
580,2229,セタノール,,   ＊,セタノール,

581,120273,セタノール・ポリオキシエチレンセチルエーテル混合ワックス,＊,　 ＊,セタノール,
,,,,,ポリオキシエチレンセチルエーテル,
582,120274,セタノール・ポリオキシエチレンセチルエーテル・ラウリル硫酸ナトリウム混合ワックス,＊,　 ＊,セタノール,
,,,,,ポリオキシエチレンセチルエーテル,
,,,,　 ＊,ラウリル硫酸ナトリウム,ラウリル硫酸Na
583,122115,セタノール・ポリソルベート６０混合ワックス,＊,　 ＊,セタノール,
,,,,,ポリソルベート６０,
584,120330,セタノール・モノステアリン酸ポリエチレングリコール混合ワックス,＊,　 ＊,セタノール,
,,,,,モノステアリン酸ポリエチレングリコール,"ステアリン酸ポリエチレングリコール
ステアリン酸マクロゴール"
585,120331,セタノール・モノステアリン酸ポリオキシエチレンソルビタン混合ワックス,＊,　 ＊,セタノール,
